3.0108	4.68E+031	11.31688574
3.0647	4.4E+031	10.59408537
3.4319	2.05E+031	5.77172569
3.6198	4.4E+031	7.59668514
3.7496	2.36E+031	5.179610782
3.907	1.74E+031	4.096375903
4.0147	2.92E+031	5.02795968
4.1482	4.15E+031	5.612733336
4.3037	1.82E+031	3.454974271
4.3603	4.83E+031	5.483166991
4.5163	2.51E+031	3.682648315
4.7043	5.38E+031	4.969839707
4.7297	4.09E+031	4.286229998
4.8581	1.54E+031	2.494174607
4.9404	3.35E+031	3.558184188
5.2016	1.49E+031	2.14316832
5.2295	1.43E+031	2.075660574
5.2847	4.09E+031	3.434428022
5.418	5.47E+031	3.777286676
5.5191	1.61E+031	1.978065858
5.6038	6.77E+031	3.929112321
5.6544	3.73E+031	2.866545532
5.7898	8.64E+031	4.158736806
5.9416	1.45E+031	1.618490989
5.9473	6.47E+031	3.410255901
6.1305	4.03E+031	2.534113179
6.1801	1.72E+031	1.627091012
6.2941	1.5E+032	4.631929716
6.5526	3.31E+031	2.009374036
6.6023	1.43E+031	1.30134781
6.7165	1.33E+032	3.828038639
6.9257	7.32E+031	2.674491472
6.9513	5.82E+031	2.367957588
7.088	1.94E+032	4.160000245
7.1128	1.25E+032	3.311625788
7.352	1.75E+032	3.666268532
7.617	2.1E+032	3.743469532
7.9112	5.24E+032	5.484372222
8.1699	1.19E+032	2.454990623
8.2005	3.58E+032	4.219091185
8.3578	2.52E+032	3.408779856
8.7027	3.58E+032	3.747414011
8.8874	3.27E+032	3.432983968
8.9086	2.15E+032	2.769070633
8.9121	1.9E+032	2.601714283
9.3908	4.51E+032	3.609857297
9.9231	1.16E+033	5.188600719
9.9971	2.9E+032	2.554411789
10.5021	6.03E+032	3.338671729
10.6618	8.18E+032	3.773367629
10.9126	2.34E+031	0.609646705
11.257	2.9E+031	0.637587268
11.482	9.98E+032	3.594357452
12.5933	1.38E+033	3.509281882
12.8876	3.26E+033	5.15949551
12.9897	1.34E+033	3.249339693
13.3869	1.61E+033	3.35329595
13.3875	1.61E+033	3.355469458
13.6238	1.24E+033	2.844527736
13.7311	1.9E+033	3.466930443

