9.3804186664  78.962888279
10  56.5165142462
11.0069417125  41.5567170784
11.9230918313  33.2214825417
12.9154966501  28.0732809951
14.2160118816  21.8200339355
15.15498656  19.4981454856
15.8996984946  17.9203596002
16.1559809844  16.0319597232
17.22309159  13.5527713837
19.2629244901  12.0966186418
20.5352502646  10.8094071192
24.4843674682  9.63315186594
27.8255940221  8.59482320674
30.6274691517  7.89020620635
33.1767112784  7.24614624721
40.1945033362  6.82342900695
45.67959263  6.08795198027
50.279261353  5.90770783748
51.9131973192  4.99798767383
53.6002316539  4.34729933609
55.3420899061  3.78132415503
57.1405537004  3.38155508076
58.9974625592  3.19657875179
62.8942744001  2.62832287505
64.9381631576  2.41657047186
68.1292069058  2.22102209088
73.7998629905  1.87683909577
78.674380766  1.63123576041
85.2227522539  1.41722592991
87.9922543569  1.23271719465
98.4136989885  0.984705944235
103.2497215  0.930482406638
111.843593175  0.90328186935
119.230918313  0.853213195716
131.23677682  0.805299004051
144.451555299  0.781456761349
158.996984946  0.73757222085
175.007054577  0.715735144421
202.094993819  0.733321657484
240.959716994  0.771880733374
265.222956002  0.814034048184
301.416252988  0.834357309449
353.68049613  0.878567432457
408.423865267  1.00579631506
486.967525166  1.08846363071
589.974625592  1.24464888411
659.848820084  1.34902525556
774.263682681  1.50154893851
953.161883235  1.81426813364
1032.497215  1.96792875145
1231.055911  2.25117697706
1589.96984946  2.87187807001
1895.73565241  3.28523366883
1957.34178149  3.56760013225
2154.43469003  3.76243097203
2448.43674682  4.19104789384
2652.22956002  4.42162929872
2827.41064588  4.79797039149
80000		100.0
1E6			1000	
