0.6027355448843104	1.2443268135844816e-42	96.67837802701929
0.6285355349518088	1.1932499569137393e-42	105.13211956797684
1.6184471882304623	4.6340715066521044e-43	697.0642552658011
1.6389251883488878	4.576169829664873e-43	714.8155771260534
1.8227903280217983	4.114570877792319e-43	884.1972894474972
1.9936275041311746	3.761986622103967e-43	1057.7031100695567
2.0222027021764	3.7088270092449725e-43	1088.2410923910768
2.152496593631777	3.4843260714971474e-43	1232.9932354321018
2.193382381902004	3.4193764214957957e-43	1280.278492169667
2.4196416908692604	3.0996324903401764e-43	1558.0373550755044
2.5207865487772936	2.975261829938704e-43	1691.0166887106957
2.531238281517051	2.962976680134994e-43	1705.0684097868213
2.752343364972313	2.724950707621993e-43	2015.9556508289627
2.8059624416508213	2.6728796824477637e-43	2095.2673978832513
2.892388048090995	2.593013065777974e-43	2226.3265463390017
3.020688324600189	2.4828778060022734e-43	2428.2174857941186
3.213882826324401	2.333625836812935e-43	2748.7536947773815
3.221565313182235	2.328060824752165e-43	2761.910679460589
3.3394515935362765	2.2458777406795574e-43	2967.741388362249
3.3584093590435873	2.23320006532374e-43	3001.5322310641322
3.359488114945995	2.2324829686502897e-43	3003.460787288905
3.3653777799425466	2.22857595503826e-43	3014.0010144135076
3.393952879581859	2.2098126479952814e-43	3065.401496688607
3.4106980089320738	2.198963373584732e-43	3095.7243526951734
3.4392224835580096	2.180725450550369e-43	3147.7214299895786
3.493541736886214	2.1468184910493535e-43	3247.937177464867
3.5284339270925966	2.125588902887561e-43	3313.139535091738
3.5552005419521837	2.109585637012111e-43	3363.5969900007053
3.5800046360091273	2.09496935410697e-43	3410.695328192444
3.5891407797984836	2.089636617826146e-43	3428.125676429169
3.6196737619026846	2.072009936071592e-43	3486.7002079987597
3.6964688663715775	2.02896338942033e-43	3636.217508455326
3.7424198143001095	2.0040509542360404e-43	3727.183337706339
3.755279012722982	1.9971884844214785e-43	3752.8410326524695
3.761496459491345	1.993887294796018e-43	3765.2781405453666
3.794309377995964	1.9766442988265933e-43	3831.25648249108
3.831486319342346	1.9574649039298498e-43	3906.7021960486136
4.033165771663556	1.8595813870815638e-43	4328.803716979734
4.09338722017016	1.8322234366306124e-43	4459.040397177765
4.130085298549133	1.815943124137095e-43	4539.351264766186
4.249465676758583	1.7649277745716179e-43	4805.564378991644
4.2597484027767605	1.7606673659672128e-43	4828.849229952785
4.293236664081624	1.7469337441252713e-43	4905.072234155313
4.5658750518430935	1.6426205086301025e-43	5547.838286481278
4.631432247948734	1.619369473303157e-43	5708.294602196917
5.0190087518822	1.4943189722845958e-43	6703.654980547046
5.075801714312694	1.4775990911645695e-43	6856.224732609053
5.193768198189287	1.4440382615871725e-43	7178.618501277376
5.213022514102284	1.4387047014876644e-43	7231.942248633837
5.409475228688233	1.38645611319653e-43	7787.284133535317
5.4591919835574165	1.3738296844275327e-43	7931.082784906355
5.5633933537876326	1.3480980982396112e-43	8236.738589677212
5.825196854714679	1.28751013692006e-43	9030.191512357991
5.8518918629495165	1.2816368066343236e-43	9113.146095870105
6.40549802593626	1.1708691454797166e-43	10918.966954006706
6.7097248348018645	1.1177805624903052e-43	11980.78207324894
9.357847463751012	8.014663659620811e-44	23303.849761477708
9.570776940182729	7.836354401398061e-44	24376.43196840731
